LSOA code,LSOA name,Local authority name,Median House Price Quartile,Total Crime Quartile,Violence Against The Person Quartile,Total IMD Quartile,Transport Quartile
E01000997,Croydon 009D,Croydon,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000998,Croydon 010A,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01000999,Croydon 009E,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001000,Croydon 010B,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001001,Croydon 013A,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001002,Croydon 009F,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001003,Croydon 010C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001004,Croydon 015A,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01001005,Croydon 019A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001006,Croydon 016A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001007,Croydon 016B,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001008,Croydon 019B,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001009,Croydon 019C,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001010,Croydon 019D,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001011,Croydon 019E,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001012,Croydon 020A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001013,Croydon 020B,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001014,Croydon 024A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001015,Croydon 041A,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01001016,Croydon 041B,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001017,Croydon 043A,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001018,Croydon 044A,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001019,Croydon 044B,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001020,Croydon 044C,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001021,Croydon 044D,Croydon,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001022,Croydon 044E,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001023,Croydon 041C,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001024,Croydon 043B,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001025,Croydon 043C,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001026,Croydon 043D,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001027,Croydon 043E,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001028,Croydon 038A,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001029,Croydon 038B,Croydon,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001030,Croydon 038C,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001031,Croydon 038D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001032,Croydon 035A,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001033,Croydon 031A,Croydon,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001034,Croydon 031B,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001035,Croydon 027A,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001036,Croydon 029A,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001037,Croydon 029B,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01001038,Croydon 029C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001039,Croydon 029D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001040,Croydon 029E,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001041,Croydon 031C,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01001042,Croydon 024B,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001043,Croydon 027B,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001044,Croydon 023A,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001045,Croydon 027C,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001046,Croydon 023B,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01001047,Croydon 027D,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01001048,Croydon 020C,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01001049,Croydon 023C,Croydon,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001050,Croydon 023D,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01001051,Croydon 030A,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001052,Croydon 030B,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001053,Croydon 032A,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001054,Croydon 030C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001055,Croydon 032B,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001056,Croydon 030D,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001058,Croydon 034A,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001059,Croydon 034B,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001060,Croydon 034C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01001061,Croydon 034D,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01001062,Croydon 026A,Croydon,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001063,Croydon 026B,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001064,Croydon 026C,Croydon,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001065,Croydon 034E,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001066,Croydon 034F,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001067,Croydon 041D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001068,Croydon 042A,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001069,Croydon 040A,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001070,Croydon 040B,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001071,Croydon 042B,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001072,Croydon 042C,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001073,Croydon 037A,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001074,Croydon 041E,Croydon,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001075,Croydon 040C,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001076,Croydon 036A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001077,Croydon 032C,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001078,Croydon 032D,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001079,Croydon 036B,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001080,Croydon 036C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001081,Croydon 036D,Croydon,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001082,Croydon 032E,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001083,Croydon 003A,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001084,Croydon 002A,Croydon,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001085,Croydon 004A,Croydon,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001086,Croydon 003B,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001087,Croydon 003C,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001088,Croydon 004B,Croydon,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001089,Croydon 004C,Croydon,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001090,Croydon 004D,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001091,Croydon 004E,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001092,Croydon 037B,Croydon,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001093,Croydon 037C,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001094,Croydon 038E,Croydon,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001095,Croydon 031D,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001096,Croydon 037D,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001097,Croydon 037E,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01001098,Croydon 037F,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001099,Croydon 040D,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001100,Croydon 031E,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01001101,Croydon 035B,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001102,Croydon 035C,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001103,Croydon 039A,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001104,Croydon 042D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001105,Croydon 039B,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01001106,Croydon 039C,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001107,Croydon 035D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001108,Croydon 035E,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001109,Croydon 013B,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001110,Croydon 020D,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001111,Croydon 010D,Croydon,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001112,Croydon 013C,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001113,Croydon 013D,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001114,Croydon 013E,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001115,Croydon 015B,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01001116,Croydon 013F,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001117,Croydon 015C,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01001118,Croydon 020E,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01001119,Croydon 034G,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001120,Croydon 033A,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001121,Croydon 039D,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001122,Croydon 033B,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001123,Croydon 033C,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001124,Croydon 033D,Croydon,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001125,Croydon 033E,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01001126,Croydon 034H,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001127,Croydon 025A,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001128,Croydon 025B,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001129,Croydon 026D,Croydon,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001130,Croydon 025C,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01001131,Croydon 018C,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01001132,Croydon 018D,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001133,Croydon 026E,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001134,Croydon 018E,Croydon,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001135,Croydon 025D,Croydon,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01001136,Croydon 007A,Croydon,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01001137,Croydon 001A,Croydon,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01001138,Croydon 001B,Croydon,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01001139,Croydon 007B,Croydon,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01001140,Croydon 007C,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01001141,Croydon 008A,Croydon,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
